STATE_NAME,STATE_ABBREVIATION,COUNTY_NAME,COUNTY_FIPS_CODE,STUDYYEAR,EMR_16,FEMR_16,MEMR_16,EMR_20to64,FEMR_20to64,MEMR_20to64,UNR_16,FUNR_16,MUNR_16,UNR_20to64,FUNR_20to64,MUNR_20to64,FLFPR_20to64,FLFPR_20to64_UNDER6,FLFPR_20to64_6to17,FLFPR_20to64_UNDER6_6to17,MLFPR_20to64,PR_F,PR_P,MHI,MFI,MFI_2022,ME,FME,MME,MHI_2022,ME_2022,FME_2022,MME_2022,TOTALPOP,ONERACE,ONERACE_W,ONERACE_B,ONERACE_I,ONERACE_A,ONERACE_H,ONERACE_OTHER,TWORACES,HISPANIC,HOUSEHOLDS,H_UNDER6_BOTHWORK,H_UNDER6_FWORK,H_UNDER6_MWORK,H_UNDER6_SINGLEM,H_6to17_BOTHWORK,H_6to17_FWORK,H_6to17_MWORK,H_6to17_SINGLEM,EMP_M,MEMP_M,FEMP_M,EMP_SERVICE,MEMP_SERVICE,FEMP_SERVICE,EMP_SALES,MEMP_SALES,FEMP_SALES,EMP_N,MEMP_N,FEMP_N,EMP_P,MEMP_P,FEMP_P,MCBto5,MC6to11,MC12to17,MC18to23,MC24to29,MC30to35,MC36to41,MC42to47,MC48to53,MC54toSA,MCSA,Annual Center-Based Care Cost (School Age),MFCCBto5,MFCC6to11,MFCC12to17,MFCC18to23,MFCC24to29,MFCC30to35,MFCC36to41,MFCC42to47,MFCC48to53,MFCC54toSA,MFCCSA,Annual Median Home-Based Care Cost (School Age),_75CBto5,_75C6to11,_75C12to17,_75C18to23,_75C24to29,_75C30to35,_75C36to41,_75C42to47,_75C48to53,_75C54toSA,_75CSA,_75FCCBto5,_75FCC6to11,_75FCC12to17,_75FCC18to23,_75FCC24to29,_75FCC30to35,_75FCC36to41,_75FCC42to47,_75FCC48to53,_75FCC54toSA,_75FCCSA,MCINFANT,Annual Center-Based Care Cost (Infant),MCTODDLER,Annual Center-Based Care Cost (Toddler),MCPRESCHOOL,Annual Center-Based Care Cost (Preschool),_75CINFANT,_75CTODDLER,_75CPRESCHOOL,MFCCINFANT,Annual Median Home-Based Care Cost (Infant),MFCCTODDLER,Annual Median Home-Based Care Cost (Toddler),MFCCPRESCHOOL,Annual Median Home-Based Care Cost (Preschool),_75FCCINFANT,_75FCCTODDLER,_75FCCPRESCHOOL
Illinois,IL,Hamilton County,17065,2017,56.6,51.5,61.9,74.6,70.2,78.8,4.0,3.8,4.1,3.1,2.0,4.0,71.7,74.5,85.6,50.0,82.1,9.2,13.9,47293,59176,71603,31026,25487,38899,57225,37541,30839,47068,8259,100.0,99.2,0.6,0.1,0.1,0.0,0.0,0.0,0.3,3413,227,134,0,18.0,769,256,26,176.0,30.2,27.9,32.8,18.6,11.7,26.5,21.6,12.3,32.3,14.4,24.3,3.0,15.3,23.9,5.4,167.65,167.65,167.65,167.65,145.0,145.0,125.0,125.0,125.0,125.0,67.5,3510.0,125.0,125.0,125.0,125.0,125.0,125.0,124.8,124.8,124.8,124.8,62.4,3244.7999999999997,179.23,179.23,179.23,179.23,158.5,158.5,142.5,142.5,142.5,142.5,84.88,146.95,146.95,146.95,146.95,136.25,136.25,125.0,125.0,125.0,125.0,75.0,167.65,8717.800000000001,145.0,7540.0,125.0,6500.0,179.23,158.5,142.5,125.0,6500.0,125.0,6500.0,124.8,6489.599999999999,146.95,136.25,125.0
Georgia,GA,Polk County,13233,2020,56.8,48.1,66.1,71.5,62.1,80.9,5.4,6.1,4.7,5.1,5.5,4.8,65.8,66.2,79.8,46.8,85.4,15.9,18.3,46846,57827,66501,31282,26197,36182,53873,35974,30127,41609,42251,95.6,79.5,11.3,0.3,0.6,0.0,3.8,4.4,13.2,15425,795,787,112,1040.0,2309,1515,96,1884.0,20.5,15.1,27.4,15.6,14.1,17.7,21.4,11.4,34.2,14.2,24.3,1.1,28.3,35.1,19.6,104.0,104.0,102.0,102.0,98.0,98.0,98.0,98.0,98.0,98.0,65.0,3380.0,97.0,97.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,58.6,3047.2000000000003,121.0,121.0,120.7,120.7,116.0,116.0,114.51,114.51,114.51,114.51,77.6,113.1,113.1,107.0,107.0,105.0,105.0,100.86,100.86,99.0,99.0,80.0,104.0,5408.0,98.0,5096.0,98.0,5096.0,121.0,116.0,114.51,97.0,5044.0,93.0,4836.0,93.0,4836.0,113.1,105.0,100.86
Florida,FL,Clay County,12019,2014,55.4,51.5,59.6,67.7,63.5,72.0,11.6,11.2,12.0,10.4,10.1,10.6,71.2,72.5,76.1,68.9,83.8,7.6,10.5,59103,67373,83543,31529,25783,37249,73288,39096,31971,46189,194868,96.4,82.2,9.6,0.3,3.1,0.1,1.2,3.6,8.5,68016,5127,2795,386,4141.0,15031,6880,1127,8063.0,34.9,29.8,40.5,17.4,14.5,20.5,27.0,20.6,34.0,10.6,19.5,0.9,10.2,15.6,4.2,173.32,173.32,173.32,173.32,152.38,152.38,129.18,129.18,129.18,129.18,103.95,5405.400000000001,138.75,138.75,138.75,138.75,125.0,125.0,110.0,110.0,110.0,110.0,87.5,4550.0,190.45,190.45,190.45,190.45,167.1,167.1,147.0,147.0,147.0,147.0,128.82,149.38,149.38,149.38,149.38,137.5,137.5,133.75,133.75,133.75,133.75,109.38,173.32,9012.64,152.38,7923.76,129.18,6717.360000000001,190.45,167.1,147.0,138.75,7215.0,125.0,6500.0,110.0,5720.0,149.38,137.5,133.75
Wisconsin,WI,Green Lake County,55047,2009,64.5,59.6,69.6,80.8,77.2,84.2,5.2,4.4,5.9,4.6,3.7,5.4,80.2,75.4,82.3,75.2,89.4,5.4,8.1,48230,60359,82692,26602,21681,34560,66075,36445,29703,47347,18646,99.6,97.6,0.6,0.3,0.5,0.0,0.5,0.4,2.9,8074,543,354,60,173.0,1587,435,125,381.0,26.2,23.8,28.9,15.6,11.6,20.1,21.5,10.5,33.9,13.5,23.5,2.2,23.3,30.6,15.0,185.0,185.0,185.0,185.0,176.0,176.0,176.0,176.0,164.0,164.0,176.0,9152.0,116.0,116.0,116.0,116.0,114.0,114.0,114.0,114.0,125.0,125.0,106.0,5512.0,185.0,185.0,185.0,185.0,176.0,176.0,176.0,176.0,164.0,164.0,176.0,148.0,148.0,148.0,148.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,185.0,9620.0,176.0,9152.0,176.0,9152.0,185.0,176.0,176.0,116.0,6032.0,114.0,5928.0,125.0,6500.0,148.0,125.0,125.0
Oklahoma,OK,Greer County,40055,2009,36.9,51.7,27.7,42.3,71.2,27.8,4.2,5.5,2.6,4.4,5.6,2.9,75.4,83.5,69.7,79.4,28.7,13.1,15.1,34844,42857,58714,19066,16583,21305,47736,26120,22719,29188,5800,95.1,76.1,8.3,3.7,0.0,0.5,6.6,4.9,9.6,2012,173,30,28,93.0,318,48,62,68.0,37.3,36.1,38.4,21.2,11.4,29.5,26.2,19.2,32.1,8.6,18.6,0.0,6.8,14.8,0.0,98.8,98.8,91.1,91.1,82.55,82.55,82.55,82.55,71.86,71.86,52.24,2716.48,75.69,75.69,75.69,75.69,67.49,67.49,67.49,67.49,64.55,64.55,53.55,2784.6,98.8,98.8,91.1,91.1,82.55,82.55,82.55,82.55,71.86,71.86,52.24,75.69,75.69,75.69,75.69,67.49,67.49,67.49,67.49,64.55,64.55,53.55,98.8,5137.599999999999,82.55,4292.599999999999,82.55,4292.599999999999,98.8,82.55,82.55,75.69,3935.88,67.49,3509.4799999999996,67.49,3509.4799999999996,75.69,67.49,67.49
Kentucky,KY,Fayette County,21067,2016,63.3,59.4,67.4,74.2,71.5,77.0,6.4,6.3,6.5,5.9,5.9,5.8,76.0,72.6,81.6,74.2,82.0,12.3,18.9,50661,68943,84800,27103,23391,31574,62313,33337,28771,38836,311529,97.0,75.8,14.5,0.3,3.5,0.0,2.7,3.0,6.8,126439,8895,4505,305,6368.0,17367,6226,818,12238.0,42.5,41.9,43.2,18.7,15.8,21.9,23.2,17.6,29.2,6.0,10.9,0.7,9.6,13.8,5.0,142.5,142.5,140.0,140.0,130.0,130.0,130.0,130.0,130.0,130.0,112.5,5850.0,127.5,127.5,121.25,121.25,115.0,115.0,115.0,115.0,115.0,115.0,100.0,5200.0,180.0,180.0,172.88,172.88,155.0,155.0,155.0,155.0,155.0,155.0,129.88,137.5,137.5,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,115.0,142.5,7410.0,130.0,6760.0,130.0,6760.0,180.0,155.0,155.0,127.5,6630.0,115.0,5980.0,115.0,5980.0,137.5,130.0,130.0
Virginia,VA,Prince George County,51149,2022,46.9,54.5,41.1,55.7,65.4,48.8,7.5,5.0,9.9,6.7,5.7,7.5,74.2,75.0,80.2,70.5,66.7,6.2,8.3,80318,88333,88333,38634,32941,42327,80318,38634,32941,42327,42634,91.6,55.8,31.1,0.6,1.8,0.4,1.9,8.4,9.7,12808,913,582,0,722.0,2342,787,50,1557.0,35.9,31.3,40.5,17.7,12.8,22.5,21.5,11.7,31.2,11.6,22.1,1.4,13.3,22.1,4.5,194.5,194.5,187.84,171.27,128.87,128.87,128.87,128.87,128.87,128.87,155.25,8073.0,155.0,155.0,144.84,134.11,120.16,120.16,120.16,120.16,120.16,120.16,161.54,8400.08,210.29,210.29,210.94,193.84,159.46,159.46,159.46,159.46,159.46,159.46,218.19,156.25,156.25,157.79,147.27,130.75,130.75,130.75,130.75,130.75,130.75,138.16,194.51,10114.52,128.87,6701.24,128.87,6701.24,210.29,159.46,159.46,155.0,8060.0,120.16,6248.32,120.16,6248.32,156.25,130.75,130.75
Connecticut,CT,Tolland County,9013,2009,65.3,62.3,68.2,77.0,75.6,78.3,5.0,5.2,4.9,4.3,4.2,4.4,78.9,73.5,91.1,72.8,82.1,3.6,6.6,76498,91048,124736,32608,25516,42416,104802,44673,34957,58110,148526,97.8,90.3,2.9,0.2,3.0,0.0,1.5,2.2,3.7,52993,4492,2404,181,1266.0,13155,3103,398,3179.0,42.2,40.0,44.6,15.7,13.2,18.4,25.1,18.5,32.3,7.6,13.8,0.6,9.5,14.4,4.1,225.0,225.0,225.0,225.0,225.0,225.0,189.0,189.0,189.0,189.0,95.0,4940.0,175.0,175.0,175.0,175.0,175.0,175.0,165.0,165.0,165.0,165.0,75.0,3900.0,266.0,266.0,266.0,266.0,266.0,266.0,215.0,215.0,215.0,215.0,118.28,175.0,175.0,175.0,175.0,175.0,175.0,185.0,185.0,185.0,185.0,90.0,225.0,11700.0,225.0,11700.0,189.0,9828.0,266.0,266.0,215.0,175.0,9100.0,175.0,9100.0,165.0,8580.0,175.0,175.0,185.0
Minnesota,MN,Sherburne County,27141,2014,69.2,66.2,72.1,80.4,77.8,82.7,6.2,5.9,6.4,5.6,5.7,5.6,82.5,81.9,88.0,74.8,87.6,5.5,7.8,73621,81070,100527,36187,28271,43702,91290,44872,35056,54190,89770,98.2,94.2,2.0,0.5,1.1,0.0,0.3,1.8,2.3,30283,4612,1079,88,1134.0,10557,2555,438,2737.0,33.2,27.6,39.6,15.9,10.6,21.9,24.2,18.2,31.2,10.9,19.7,0.7,15.8,23.9,6.7,195.0,195.0,195.0,195.0,185.0,185.0,170.0,170.0,170.0,170.0,142.0,7384.0,150.0,150.0,150.0,150.0,140.0,140.0,130.0,130.0,130.0,130.0,125.0,6500.0,219.0,219.0,219.0,219.0,198.0,198.0,182.0,182.0,182.0,182.0,155.0,160.0,160.0,160.0,160.0,150.0,150.0,145.0,145.0,145.0,145.0,135.0,195.0,10140.0,185.0,9620.0,170.0,8840.0,219.0,198.0,182.0,150.0,7800.0,140.0,7280.0,130.0,6760.0,160.0,150.0,145.0
North Carolina,NC,Hertford County,37091,2020,45.4,46.5,44.3,60.6,66.7,54.9,8.3,8.0,8.7,7.7,6.3,9.3,71.2,81.0,84.3,87.0,60.9,13.3,20.5,42588,53174,61150,27447,25662,31508,48976,31564,29511,36234,23752,98.0,34.8,60.2,1.3,0.9,0.0,0.9,2.0,3.7,8903,376,76,14,584.0,854,225,132,1743.0,32.2,21.7,41.9,18.1,11.4,24.3,15.4,7.0,23.0,10.0,20.4,0.3,24.4,39.4,10.5,141.87,141.87,124.42,124.42,116.4,116.4,119.72,119.72,119.72,119.72,92.37,4803.24,87.03,87.03,108.83,108.83,100.19,100.19,98.3,98.3,98.3,98.3,92.27,4798.04,160.54,160.54,160.54,160.54,137.47,137.47,133.4,133.4,133.4,133.4,102.92,94.99,94.99,119.63,119.63,101.74,101.74,98.3,98.3,98.3,98.3,102.42,141.87,7377.24,116.4,6052.8,119.72,6225.44,160.54,137.47,133.4,108.83,5659.16,100.19,5209.88,98.3,5111.599999999999,119.63,101.74,98.3
Kentucky,KY,Casey County,21045,2013,48.7,44.3,53.3,60.0,57.2,62.8,9.1,8.9,9.3,8.8,8.4,9.2,62.5,72.8,77.1,61.6,69.2,21.5,26.8,29934,41516,52725,18818,16349,22325,38016,23899,20763,28353,16006,99.2,97.4,1.0,0.1,0.2,0.0,0.3,0.8,2.6,6050,470,277,73,185.0,728,531,253,406.0,22.9,17.0,29.6,16.7,8.8,25.8,21.5,13.5,30.5,11.8,19.9,2.6,27.2,40.9,11.6,129.25,129.25,129.25,129.25,116.33,116.33,116.33,116.33,116.33,116.33,103.4,5376.8,116.33,116.33,116.33,116.33,107.71,107.71,107.71,107.71,107.71,107.71,94.79,4929.08,150.0,150.0,150.0,150.0,135.0,135.0,135.0,135.0,135.0,135.0,120.0,135.0,135.0,135.0,135.0,125.0,125.0,125.0,125.0,125.0,125.0,110.0,129.25,6721.0,116.33,6049.16,116.33,6049.16,150.0,135.0,135.0,116.33,6049.16,107.71,5600.92,107.71,5600.92,135.0,125.0,125.0
Minnesota,MN,Kanabec County,27065,2014,55.6,54.7,56.3,69.3,68.7,69.8,11.3,7.2,14.8,10.9,6.4,14.7,73.3,78.4,78.4,82.3,82.0,11.3,14.8,46872,54812,67967,26136,20109,32212,58121,32409,24935,39943,16084,98.8,97.0,0.2,1.2,0.4,0.0,0.1,1.2,1.6,6256,487,181,33,195.0,1211,358,52,462.0,28.0,21.8,34.5,18.1,11.2,25.4,22.1,13.6,31.2,14.3,26.0,1.8,17.5,27.4,7.2,175.0,175.0,175.0,175.0,160.0,160.0,145.0,145.0,145.0,145.0,130.0,6760.0,110.0,110.0,110.0,110.0,105.0,105.0,100.0,100.0,100.0,100.0,100.0,5200.0,185.0,185.0,185.0,185.0,172.0,172.0,160.0,160.0,160.0,160.0,140.0,125.0,125.0,125.0,125.0,115.0,115.0,110.0,110.0,110.0,110.0,110.0,175.0,9100.0,160.0,8320.0,145.0,7540.0,185.0,172.0,160.0,110.0,5720.0,105.0,5460.0,100.0,5200.0,125.0,115.0,110.0
Mississippi,MS,Lafayette County,28071,2022,54.3,54.3,54.4,68.2,70.3,66.0,2.8,3.8,1.7,2.8,3.9,1.6,73.2,89.2,82.6,72.9,67.1,11.0,19.6,59748,78799,78799,29232,23047,36657,59748,29232,23047,36657,56172,97.4,70.7,23.4,0.1,2.3,0.0,1.0,2.6,2.6,18702,1637,346,356,603.0,2745,1005,160,2322.0,42.1,36.8,47.0,17.1,13.2,20.7,22.9,20.2,25.4,6.2,12.4,0.5,11.7,17.5,6.4,110.02,110.02,106.22,106.22,100.22,100.22,100.22,100.22,100.22,100.22,95.32,4956.639999999999,,,,,,,,,,,,,123.7,123.7,121.4,121.4,115.26,115.26,119.9,119.9,119.9,119.9,110.09,,,,,,,,,,,,110.02,5721.04,100.22,5211.44,100.22,5211.44,123.7,115.26,119.9,,,,,,,,,
Indiana,IN,Adams County,18001,2017,59.5,50.5,68.9,74.6,64.9,84.3,5.2,6.4,4.2,4.7,6.0,3.7,69.0,59.7,76.6,50.2,87.6,13.7,18.9,48290,61064,73887,29681,21681,34246,58431,35914,26234,41438,35018,99.6,96.9,0.9,0.0,0.4,0.0,1.3,0.4,4.4,12453,954,1795,9,492.0,2718,2539,92,1091.0,24.2,21.1,28.2,15.9,8.8,25.3,19.6,11.9,29.7,13.9,23.3,1.7,26.4,34.9,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,TX,Hays County,48209,2013,61.0,57.0,65.1,72.8,69.3,76.2,7.5,7.0,7.9,6.5,6.0,6.9,73.8,69.6,79.4,63.8,82.1,9.2,17.0,58651,75729,96176,27167,22305,32131,74487,34502,28327,40806,164144,97.5,81.9,3.4,0.5,1.4,0.1,10.2,2.5,35.9,56459,5102,3535,401,2642.0,13169,5254,653,4544.0,38.4,35.4,41.9,17.5,14.8,20.4,26.8,20.3,34.2,9.0,16.3,0.8,8.3,13.3,2.7,167.55,167.55,167.55,154.2,154.2,154.2,143.95,143.95,143.95,143.95,133.3,6931.6,142.95,142.95,142.95,136.7,136.7,136.7,131.5,131.5,131.5,131.5,117.45,6107.400000000001,197.45,197.45,197.45,182.95,182.95,182.95,171.75,171.75,171.75,171.75,160.1,170.65,170.65,170.65,163.8,163.8,163.8,158.1,158.1,158.1,158.1,142.7,167.55,8712.6,154.2,8018.4,143.95,7485.4,197.45,182.95,171.75,142.95,7433.4,136.7,7108.4,131.5,6838.0,170.65,163.8,158.1
Pennsylvania,PA,Warren County,42123,2014,54.1,50.2,58.0,70.2,66.6,73.6,7.0,6.2,7.7,6.6,5.3,7.7,70.3,68.6,79.4,73.6,79.8,8.7,13.0,44391,56153,69630,27071,21406,33644,55045,33568,26543,41719,41218,99.2,97.8,0.6,0.3,0.4,0.0,0.2,0.8,0.9,17029,1001,610,33,568.0,2549,1006,217,1054.0,31.2,25.1,38.1,16.0,12.1,20.5,21.7,12.6,32.0,11.1,20.2,0.8,20.0,30.0,8.6,132.5,132.5,125.0,125.0,127.5,127.5,120.0,120.0,120.0,120.0,125.0,6500.0,125.0,125.0,115.0,115.0,110.0,110.0,105.0,105.0,105.0,105.0,100.0,5200.0,146.25,146.25,140.0,140.0,140.0,140.0,130.0,130.0,130.0,130.0,134.88,125.0,125.0,125.0,125.0,125.0,125.0,122.5,122.5,122.5,122.5,122.5,132.5,6890.0,127.5,6630.0,120.0,6240.0,146.25,140.0,130.0,125.0,6500.0,110.0,5720.0,105.0,5460.0,125.0,125.0,122.5
Georgia,GA,Miller County,13201,2020,50.8,49.7,51.9,68.9,67.8,70.1,7.0,6.1,8.0,6.3,4.9,7.8,71.3,65.0,78.0,70.8,76.0,15.3,20.3,49771,59435,68350,33087,29148,42250,57237,38050,33520,48588,5725,99.6,67.7,31.0,0.2,0.1,0.5,0.0,0.4,0.5,2339,141,110,0,136.0,318,114,51,369.0,36.5,30.9,41.7,17.8,14.0,21.4,20.5,10.3,29.9,7.8,15.2,0.9,17.4,29.6,6.1,104.0,104.0,102.0,102.0,98.0,98.0,98.0,98.0,98.0,98.0,65.0,3380.0,97.0,97.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,58.6,3047.2000000000003,121.0,121.0,120.7,120.7,116.0,116.0,114.51,114.51,114.51,114.51,77.6,113.1,113.1,107.0,107.0,105.0,105.0,100.86,100.86,99.0,99.0,80.0,104.0,5408.0,98.0,5096.0,98.0,5096.0,121.0,116.0,114.51,97.0,5044.0,93.0,4836.0,93.0,4836.0,113.1,105.0,100.86
Arkansas,AR,Hot Spring County,5059,2008,52.8,50.9,54.6,64.0,63.9,64.0,9.3,8.1,10.3,7.3,8.5,6.1,69.8,82.0,79.6,58.5,69.1,8.2,11.7,38408,49005,66157,22055,18489,26467,51851,29774,24960,35730,31784,97.5,86.4,10.3,0.2,0.2,0.0,0.4,2.5,2.2,11578,1248,349,40,367.0,2323,481,162,1332.0,25.4,16.1,35.7,17.2,15.5,19.1,25.3,15.7,36.0,12.1,22.8,0.2,20.0,30.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,IN,Clay County,18021,2020,57.8,52.8,63.0,72.8,67.6,77.9,4.6,4.8,4.4,4.1,4.8,3.5,71.1,62.4,79.4,77.8,81.3,8.8,11.6,59398,71032,81687,35427,27063,42337,68308,40741,31122,48688,26231,98.0,96.8,0.6,0.2,0.3,0.0,0.3,2.0,1.5,10454,714,345,0,327.0,2099,504,22,1019.0,27.4,19.8,36.1,17.2,13.6,21.3,18.1,10.9,26.3,11.6,20.9,0.9,25.7,34.8,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,TX,Hopkins County,48223,2014,55.0,47.0,63.3,68.0,59.7,76.5,8.3,9.1,7.7,7.8,8.7,7.1,65.4,55.0,69.7,61.1,82.5,15.8,20.6,45158,52644,65279,25980,19492,32091,55996,32215,24170,39793,35478,98.5,85.0,6.9,0.6,0.7,0.0,5.3,1.5,15.7,13243,941,1017,69,658.0,2141,1396,112,1361.0,28.2,22.8,35.1,17.1,12.8,22.6,22.5,14.6,32.7,13.4,22.6,1.5,18.9,27.3,8.1,101.85,101.85,101.85,95.35,95.35,95.35,91.25,91.25,91.25,91.25,87.5,4550.0,88.95,88.95,88.95,84.0,84.0,84.0,82.8,82.8,82.8,82.8,78.8,4097.599999999999,116.7,116.7,116.7,109.75,109.75,109.75,105.35,105.35,105.35,105.35,101.35,102.9,102.9,102.9,97.55,97.55,97.55,96.25,96.25,96.25,96.25,91.95,101.85,5296.2,95.35,4958.2,91.25,4745.0,116.7,109.75,105.35,88.95,4625.400000000001,84.0,4368.0,82.8,4305.599999999999,102.9,97.55,96.25
Texas,TX,Yoakum County,48501,2012,59.3,40.1,79.5,70.3,43.4,89.1,9.5,20.0,2.7,8.7,17.1,3.1,62.0,43.7,71.6,66.8,91.9,7.6,11.9,48611,55608,71734,27402,14392,34464,62708,35349,18566,44459,7918,97.8,82.2,1.2,0.7,0.5,0.0,13.2,2.2,59.0,2610,223,383,0,117.0,893,378,0,277.0,23.2,15.7,37.3,13.5,8.3,23.2,13.9,6.2,28.4,34.2,47.8,8.3,15.4,22.0,2.8,113.45,113.45,113.45,104.25,104.25,104.25,96.4,96.4,96.4,96.4,88.9,4622.8,98.4,98.4,98.4,92.75,92.75,92.75,88.65,88.65,88.65,88.65,76.45,3975.4,132.05,132.05,132.05,122.05,122.05,122.05,113.6,113.6,113.6,113.6,105.45,115.75,115.75,115.75,109.6,109.6,109.6,105.15,105.15,105.15,105.15,91.8,113.45,5899.400000000001,104.25,5421.0,96.4,5012.8,132.05,122.05,113.6,98.4,5116.8,92.75,4823.0,88.65,4609.8,115.75,109.6,105.15
Arkansas,AR,Desha County,5041,2008,54.2,47.6,61.9,67.2,58.4,77.4,12.7,16.5,8.8,10.9,15.3,6.8,70.0,72.7,76.4,87.8,83.3,26.0,29.9,26744,31852,43000,20400,16140,26178,36105,27540,21789,35341,13915,98.9,48.4,47.0,0.5,0.0,0.0,3.0,1.1,4.1,5786,333,193,1,527.0,733,333,102,1037.0,28.6,27.5,29.9,18.9,12.8,25.6,19.5,10.9,29.0,12.7,23.7,0.5,20.3,25.1,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,PA,Potter County,42105,2012,50.3,45.5,55.2,66.1,33.1,71.2,7.8,6.3,9.1,7.3,5.5,8.8,64.4,60.6,74.2,61.2,78.4,10.3,14.3,40970,50528,65181,25735,18653,32681,52851,33198,24062,42158,17466,99.1,98.1,0.5,0.1,0.3,0.0,0.1,0.9,1.0,7057,355,357,76,261.0,1151,435,167,526.0,28.1,23.1,34.1,14.7,8.3,22.1,21.2,10.8,33.4,14.8,26.2,1.5,21.2,31.7,8.9,140.75,140.75,134.0,134.0,128.0,128.0,123.2,123.2,123.2,123.2,100.0,5200.0,122.5,122.5,121.5,121.5,121.5,121.5,118.75,118.75,118.75,118.75,110.0,5720.0,147.75,147.75,142.4,142.4,135.0,135.0,135.0,135.0,135.0,135.0,110.0,132.25,132.25,128.5,128.5,125.75,125.75,125.75,125.75,125.75,125.75,125.0,140.75,7319.0,128.0,6656.0,123.2,6406.400000000001,147.75,135.0,135.0,122.5,6370.0,121.5,6318.0,118.75,6175.0,132.25,125.75,125.75
Oklahoma,OK,Caddo County,40015,2019,49.7,45.8,53.2,61.0,59.7,62.0,6.7,5.0,8.0,6.7,4.6,8.3,62.6,66.0,67.9,68.8,67.6,14.9,18.9,46592,57524,66728,30849,25069,36082,54047,35785,29080,41855,29242,92.3,63.7,2.3,22.8,0.3,0.2,3.1,7.7,12.9,10320,635,519,44,770.0,1568,786,221,1302.0,28.4,22.8,35.8,18.4,14.4,23.6,20.4,10.4,33.3,16.9,28.1,2.4,15.8,24.3,4.9,156.96,156.96,146.85,146.85,133.39,133.39,133.39,133.39,121.01,121.01,87.1,4529.2,115.35,115.35,115.35,115.35,109.08,109.08,109.08,109.08,102.08,102.08,82.78,4304.56,171.74,171.74,160.68,160.68,146.1,146.1,146.1,146.1,132.69,132.69,95.41,126.13,126.13,126.13,126.13,119.08,119.08,119.08,119.08,111.59,111.59,90.39,156.96,8161.92,133.39,6936.279999999999,133.39,6936.279999999999,171.74,146.1,146.1,115.35,5998.2,109.08,5672.16,109.08,5672.16,126.13,119.08,119.08
Florida,FL,St. Lucie County,12111,2015,48.0,45.5,50.6,64.6,61.9,67.5,12.4,12.2,12.5,11.4,11.9,10.8,70.3,73.3,79.2,71.1,75.7,13.5,18.3,43459,51874,64324,26378,24637,28470,53889,32709,30550,35303,288006,97.6,73.2,19.3,0.3,1.8,0.0,3.1,2.4,17.3,107898,5980,3350,438,6549.0,17779,5556,1971,10770.0,28.3,22.8,34.0,23.1,20.4,25.9,28.6,21.5,36.0,11.1,21.3,0.5,9.0,14.1,3.7,159.88,159.88,159.88,159.88,143.02,143.02,125.33,125.33,125.33,125.33,100.44,5222.88,130.0,130.0,130.0,130.0,125.0,125.0,125.0,125.0,125.0,125.0,95.0,4940.0,176.5,176.5,176.5,176.5,155.81,155.81,137.8,137.8,137.8,137.8,112.93,150.0,150.0,150.0,150.0,135.0,135.0,135.0,135.0,135.0,135.0,125.0,159.88,8313.76,143.02,7437.040000000001,125.33,6517.16,176.5,155.81,137.8,130.0,6760.0,125.0,6500.0,125.0,6500.0,150.0,135.0,135.0
Alabama,AL,Chambers County,1017,2016,51.1,46.2,56.7,65.1,60.5,69.9,7.5,7.9,7.1,7.3,7.9,6.8,65.9,69.7,82.8,61.4,75.0,15.3,20.3,36027,47749,58731,26846,22519,32052,44313,33021,27698,39424,34018,98.9,57.1,40.5,0.2,0.9,0.0,0.1,1.1,0.4,13851,602,302,22,1078.0,1473,324,174,1915.0,23.1,19.4,27.1,13.6,12.6,14.7,25.2,12.1,39.7,11.8,20.9,1.7,26.4,35.1,16.9,115.68,115.68,115.68,115.68,115.68,105.67,105.67,105.67,105.67,105.67,100.11,5205.72,109.96,109.96,109.96,109.96,109.96,107.1,107.1,107.1,107.1,107.1,105.67,5494.84,138.67,138.67,138.67,138.67,138.67,126.67,126.67,126.67,126.67,126.67,120.0,128.33,128.33,128.33,128.33,128.33,125.0,125.0,125.0,125.0,125.0,123.33,115.68,6015.360000000001,115.68,6015.360000000001,105.67,5494.84,138.67,138.67,126.67,109.96,5717.92,109.96,5717.92,107.1,5569.2,128.33,128.33,125.0
